source,ID,species,loc_sure,lon,lat,altitude,family,subfam,dom,mon_dicot,pft,phototype,collect_area,regio,country,location,continent,C25,C27,C29,C31,C33,C35,ACL,CPI,,notes
Vogts et al. (2009),,Oxyanthus unilocularis,Y,10.32,-2.93,,Rubiaceae,,A,D,Shrub,C3,,Nyanga River,Gabon,Central,Africa,0.003,0.012,0.435,0.498,0.051,0.002,30.205,14.15,,
Vogts et al. (2009),,Stipularia africana,Y,13.97,1.012,,Rubiaceae,,A,D,Shrub,C3,,Zadié River,Gabon,Central,Africa,0.076,0.123,0.261,0.418,0.121,0,29.741,15.6,,
Ali et al. (2005),,Balanites aegyptiaca,,30.2176,12.8628,,Zygophyllaceae,,A,D,Tree,C3,,,Sudan,North,Africa,0.069,0.328,0.328,0.172,0.069,0.034,28.892,NaN,,
Ali et al. (2005),,Vachellia mellifera,,30.2176,12.8628,,Fabaceae,,A,D,Tree,C3,,,Sudan,North,Africa,0.077,0.316,0.221,0.279,0.099,0.007,29.027,NaN,,
Ali et al. (2005),,Vachellia senegal,,30.2176,12.8628,,Fabaceae,,A,D,Tree,C3,,,Sudan,North,Africa,0.03,0.115,0.443,0.298,0.094,0.021,29.777,NaN,,
Ali et al. (2005),,Ziziphus spina-christi,,30.2176,12.8628,,Fabaceae,,A,D,Tree,C3,,,Sudan,North,Africa,0.111,0.222,0.211,0.222,0.189,0.044,29.547,NaN,,
Badewien et al. (2015),,n.d.,N,14.355182,-16.7115,,Combretaceae,,A,D,Tree,C3,,,Angola,South,Africa,0.003,0.012,0.597,0.352,0.031,0.004,29.787,14.2,,
Badewien et al. (2015),,Combretum paniculatumVent.,N,14.355182,-16.7115,,Combretaceae,,A,D,Tree,C3,,,Angola,South,Africa,0.014,0.025,0.503,0.415,0.042,0,29.863,13.7,,
Badewien et al. (2015),,Terminalia brachystemma Welw. ex Hiern,N,14.355182,-16.7115,,Combretaceae,,A,D,Tree,C3,,,Angola,South,Africa,0.016,0.103,0.768,0.11,0.003,0,28.962,23.95,,
Badewien et al. (2015),,Brachystegia sp.,N,14.355182,-16.7115,,Fabaceae,,A,D,Tree,C3,,,Angola,South,Africa,0.06,0.219,0.608,0.113,0,0,28.548,8.04,,
Badewien et al. (2015),,Brachystegia wangermeeana De Wild.,N,14.355182,-16.7115,,Fabaceae,,A,D,Tree,C3,,,Angola,South,Africa,0.057,0.209,0.545,0.152,0.037,0,28.806,4.43,,
Badewien et al. (2015),,n.d.,N,14.355182,-16.7115,,Rubiaceae,,A,D,Tree,C3,,,Angola,South,Africa,0.003,0.017,0.307,0.569,0.098,0.007,30.555,39.58,,
Badewien et al. (2015),,Aptosimum lineare Marloth & Engl.,N,14.355182,-16.7115,,Scrophulariaceae,,A,D,Tree,C3,,,Angola,South,Africa,0.063,0.087,0.199,0.417,0.234,0,30.344,4.41,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.018,0.095,0.127,0.431,0.283,0.046,31.008,7.55,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.031,0.17,0.145,0.479,0.163,0.013,30.253,11.36,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.021,0.119,0.133,0.501,0.209,0.017,30.618,11.27,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.004,0.041,0.068,0.596,0.266,0.025,31.308,11.75,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.004,0.042,0.063,0.594,0.271,0.026,31.328,11.76,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.004,0.042,0.063,0.594,0.271,0.026,31.328,11.76,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.003,0.035,0.063,0.591,0.281,0.027,31.386,12.48,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.213,0.171,0.446,0.17,0,30.146,24.59,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.006,0.032,0.103,0.586,0.236,0.036,31.215,9.85,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.031,0.091,0.582,0.295,0,31.253,14.87,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.06,0.087,0.596,0.257,0,31.1,17.18,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.076,0.085,0.595,0.243,0,30.981,50.09,,
Griepentrog et al. (2019),,Boswellia neglecta,Y,37.686,-3.323,,Burseraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.055,0.079,0.599,0.267,0,31.156,16.79,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.007,0.017,0.214,0.674,0.089,0,30.671,20.93,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.006,0.015,0.202,0.682,0.094,0,30.657,19.76,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.006,0.016,0.172,0.706,0.098,0,30.69,21.32,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.001,0.003,0.288,0.669,0.038,0,30.451,20.67,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.003,0.012,0.175,0.686,0.123,0.001,30.834,16.36,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.003,0.016,0.168,0.687,0.124,0.002,30.838,15.29,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.007,0.266,0.687,0.04,0,30.52,25.76,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.007,0.238,0.712,0.043,0,30.582,25.96,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.021,0.215,0.664,0.099,0,30.653,19.65,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.009,0.263,0.637,0.091,0,30.62,26,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.013,0.245,0.634,0.108,0,30.674,23.13,,
Griepentrog et al. (2019),,Ficus sycomorus,Y,37.712,-3.314,,Moraceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0,0.216,0.699,0.086,0,30.771,NaN,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0.155,0.145,0.131,0.416,0.153,0,29.534,10.07,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0.065,0.096,0.129,0.451,0.258,0,30.453,16.18,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0.067,0.1,0.131,0.461,0.241,0,30.418,16.97,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0.082,0.16,0.525,0.222,0.012,0,28.873,10.28,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0.067,0.156,0.528,0.237,0.012,0,28.942,10.61,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0.064,0.156,0.476,0.283,0.021,0,29.082,8,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0,0.131,0.778,0.086,0.006,0,28.963,11.79,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0,0.101,0.729,0.17,0,0,29.138,28.07,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0,0.124,0.665,0.212,0,0,29.205,10.2,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0,0.066,0.649,0.276,0.009,0,29.456,17.11,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0,0.063,0.621,0.316,0,0,29.506,36.42,,
Griepentrog et al. (2019),,Acacia gerrardii,Y,37.683,-3.306,,Fabaceae,,A,D,Tree,C3,,Lake Challa,Tanzania,East,Africa,0,0.055,0.587,0.358,0,0,29.606,NaN,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.004,0.008,0.286,0.557,0.145,0.001,30.697,9.27,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.003,0.007,0.276,0.554,0.159,0.001,30.724,10.28,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.007,0.013,0.239,0.523,0.216,0.002,30.868,6.61,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.002,0.008,0.243,0.538,0.206,0.003,30.894,7.23,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.007,0.256,0.578,0.159,0,30.778,7.39,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.013,0.341,0.551,0.096,0,30.489,9.88,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.011,0.332,0.539,0.118,0,30.528,9.75,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.009,0.308,0.543,0.139,0,30.595,8.48,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0,0.484,0.516,0,0,30.032,NaN,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0,0.429,0.502,0.069,0,30.28,23.18,,
Griepentrog et al. (2019),,Lepisanthes senegalensis,Y,37.712,-3.314,,Sapindaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0,0.343,0.532,0.125,0,30.564,8.51,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.004,0.043,0.644,0.301,0.009,0,29.565,25.25,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.003,0.032,0.63,0.325,0.01,0,29.614,13.77,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.004,0.036,0.303,0.584,0.073,0,30.372,12.15,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.002,0.02,0.306,0.605,0.067,0,30.43,11.46,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.003,0.021,0.282,0.608,0.086,0,30.506,9.05,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.024,0.636,0.328,0.011,0,29.623,NaN,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.003,0.043,0.278,0.588,0.085,0.002,30.401,7.63,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.026,0.675,0.286,0.012,0,29.539,13.85,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.028,0.359,0.57,0.042,0,30.223,15.57,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.014,0.329,0.612,0.044,0,30.343,13.01,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.025,0.383,0.561,0.031,0,30.196,12.67,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.008,0.34,0.611,0.04,0,30.337,12.97,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.017,0.244,0.647,0.092,0,30.628,7.42,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0.002,0.017,0.751,0.225,0.006,0,29.461,15.13,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.008,0.737,0.251,0.004,0,29.502,15.92,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.016,0.718,0.262,0.004,0,29.508,18.47,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.021,0.28,0.614,0.084,0,30.493,7.84,,
Griepentrog et al. (2019),,Sideroxylon sp.,Y,37.712,-3.314,,Sapotaceae,,A,D,Tree,C3,,Lake Challa,Kenya,East,Africa,0,0.013,0.277,0.639,0.072,0,30.569,7.4,,
Kristen et al. (2010),,Combretum apiculatum,Y,28.08,-25.408,,Combretaceae,,A,D,Tree,C3,,,South Africa,South,Africa,0.021,0.037,0.093,0.535,0.313,0,31.135,NaN,,
Kristen et al. (2010),,Zyzyphus mucronata,Y,28.08,-25.408,,Rhamnaceae,,A,D,Tree,C3,,,South Africa,South,Africa,0,0.753,0.247,0,0,0,27.494,NaN,,
Kristen et al. (2010),,Sclerocarya birrea,Y,28.08,-25.408,,Anacardiaceae,,A,D,Tree,C3,,,South Africa,South,Africa,0.023,0.161,0.468,0.25,0.097,0,29.445,NaN,,
This Study,KU655,Vachellia tortilis 2001 October 6,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.1277,0.0812,0.7597,0.0277,0.0016,0.0021,28.4009,19.787,,
This Study,KU656,Vachellia tortilis 2001 November 12,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.027,0.0614,0.8733,0.0373,0.001,0,28.8479,31.657,,
This Study,KU657,Vachellia tortilis 2001 December 4,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0658,0.1573,0.6453,0.128,0.0037,0,28.693,13.129,,
This Study,KU658,Vachellia tortilis 2002 January 9,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0383,0.118,0.7617,0.0794,0.0026,0,28.78,29.206,,
This Study,KU659,Vachellia tortilis 2002 February 12,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.1451,0.2444,0.5336,0.0744,0.0023,0.0002,28.0902,19.009,,
This Study,KU660,Vachellia tortilis 2002 March 1,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0593,0.1792,0.6963,0.0636,0.0016,0,28.538,20.887,,
This Study,KU661,Vachellia tortilis 2002 April 7,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0648,0.1236,0.7523,0.0582,0.0011,0,28.6141,16.365,,
This Study,KU662,Vachellia tortilis 2002 May 5,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0991,0.1534,0.6249,0.12,0.0026,0,28.5476,8.134,,
This Study,KU663,Vachellia tortilis 2002 June 2,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.1434,0.1747,0.5854,0.0941,0.0024,0,28.2747,6.627,,
This Study,KU664,Vachellia tortilis 2002 July 2,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0991,0.1476,0.6105,0.1388,0.004,0,28.6018,8.928,,
This Study,KU665,Vachellia tortilis 2002 August 2,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0781,0.1537,0.6096,0.1538,0.0048,0,28.7072,9.893,,
This Study,KU673,Salvadora persica 2001 November 1,Y,37.528,0.5683,,Salvadoraceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0735,0.1907,0.273,0.4112,0.0517,0,29.3539,8.158,,
This Study,KU674,Salvadora persica 2001 December 4,,37.528,0.5683,,Salvadoraceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0215,0.142,0.2393,0.5088,0.0871,0.0014,30.0041,6.913,,
This Study,KU675,Salvadora persica 2002 January 5,Y,37.528,0.5683,,Salvadoraceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0175,0.1396,0.2007,0.549,0.0912,0.0021,30.126,6.894,,
This Study,KU676,Salvadora persica 2002 February 5,Y,37.528,0.5683,,Salvadoraceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0244,0.126,0.2255,0.5194,0.1031,0.0016,30.1108,7.281,,
This Study,KU677,Salvadora persica 2002 March 1,Y,37.528,0.5683,,Salvadoraceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.1087,0.2066,0.3041,0.3373,0.0397,0.0035,29.0067,6.193,,
This Study,KU678,Salvadora persica 2002 April 7,Y,37.528,0.5683,,Salvadoraceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0602,0.1715,0.2766,0.4389,0.0506,0.0022,29.5094,7.303,,
This Study,KU679,Salvadora persica 2002 May 7,Y,37.528,0.5683,,Salvadoraceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0933,0.1574,0.2011,0.4743,0.0707,0.0032,29.5628,5.43,,
This Study,KU680,Salvadora persica 2002 June 2,Y,37.528,0.5683,,Salvadoraceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0735,0.1521,0.1857,0.5046,0.0825,0.0016,29.7502,5.04,,
This Study,KU681,Salvadora persica 2002 July 2,Y,37.528,0.5683,,Salvadoraceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.1112,0.2074,0.2872,0.3448,0.0477,0.0017,29.0312,5.901,,
This Study,KU709,Vachellia elatior 2001 October 6,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0811,0.106,0.2307,0.5556,0.0267,0,29.6819,12.276,,
This Study,KU710,Vachellia elatior 2002 May 5,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.1538,0.1279,0.2444,0.4338,0.0392,0.0009,29.1587,3.847,,
This Study,KU711,Vachellia elatior 2002 June 2,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.1456,0.1305,0.2433,0.4455,0.0345,0.0006,29.1889,3.852,,
This Study,KU712,Vachellia reficiens 2001 November 12,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.2419,0.1798,0.5102,0.0614,0.006,0.0007,27.8239,3.788,,
This Study,KU713,Vachellia reficiens 2002 May 5,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.3091,0.2706,0.373,0.0406,0.0045,0.0023,27.3354,4.207,,
This Study,KU714,Vachellia reficiens 2002 June 2,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.3534,0.2854,0.3277,0.0302,0.0027,0.0006,27.09,4.078,,
This Study,KU715,Vachellia thomsonii 2001 October 10,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.1391,0.1184,0.7342,0.0063,0.0016,0.0005,28.2285,10.497,,
This Study,KU716,Vachellia thomsonii 2001 December 3,Y,37.528,0.5683,,Fabaceae,,A,D,Tree,C3,,SNR,Kenya,East,Africa,0.0702,0.1395,0.7862,0.0033,0.0007,0,28.4495,7.851,,
This Study,KU803,Zyziphus mauritiana,Y,7.951042,16.990325,,Rhamnaceae,,A,D,Tree,C3,,,Niger,West,Africa,0.1958,0.253,0.099,0.2217,0.1884,0.0421,29.1602,13.152,,
This Study,KU804,Azadirachta indica,Y,7.951042,16.990325,,Meliaceae,,A,D,Tree,C3,,,Niger,West,Africa,0.0083,0.0601,0.3933,0.3894,0.1201,0.0288,30.2788,12.177,,
This Study,KU807,Tamarindus indica,Y,7.951042,16.990325,,Fabaceae,,A,D,Tree,C3,,,Niger,West,Africa,0.0735,0.283,0.4558,0.1627,0.0211,0.0039,28.5731,5.011,,
This Study,KU808,Sclerocaria birrea,Y,7.951042,16.990325,,Anacardiaceae,,A,D,Tree,C3,,,Niger,West,Africa,0.0912,0.2625,0.4946,0.1322,0.0186,0.0009,28.4547,18.974,,
This Study,KU809,Vachellia senegal,Y,7.951042,16.990325,,Fabaceae,,A,D,Tree,C3,,,Niger,West,Africa,0.0373,0.138,0.1707,0.4361,0.2172,0.0007,30.3197,5.576,,
This Study,KU810,Prosopis juliflora,Y,7.951042,16.990325,,Fabaceae,,A,D,Tree,C3,,,Niger,West,Africa,0.0414,0.1405,0.8064,0.0093,0.0012,0.0013,28.5845,3.53,,
This Study,KU811,Albizia lebbeck,Y,7.951042,16.990325,,Fabaceae,,A,D,Tree,C3,,,Niger,West,Africa,0.0276,0.1121,0.6013,0.2327,0.0227,0.0036,29.243,7.53,,
This Study,KU838,Vachellia tortilis,Y,7.532757,16.400736,,Fabaceae,,A,D,Tree,C3,,,Niger,West,Africa,0.0364,0.1606,0.6329,0.1568,0.0126,0.0007,28.9016,8.579,,
This Study,KU849,Vachellia tortilis,Y,9.506802,16.931249,,Fabaceae,,A,D,Tree,C3,,,Niger,West,Africa,0.0481,0.1832,0.565,0.188,0.0151,0.0005,28.8806,11.275,,
Tweedy et al. (2025),KU1071,Acanthus pubescens,,34.86934,0.34796,1576,Acanthaceae,,A,D,Tree,C3,KAK.OPEN,Kakamega,Kenya,East,Africa,0.112429791,0.126622592,0.148088917,0.523695322,0.078392073,0.010771306,29.72262242,3.917648705,,
Tweedy et al. (2025),KU1003,Alangium chinense,,34.861,0.356,1616,Cornaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.178340324,0.184848817,0.490653549,0.14615731,0,0,28.20925569,12.72784935,,
Tweedy et al. (2025),KU970,Albizia grandibracteata,,34.861,0.356,1616,Fabaceae ,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.006020579,0.010483912,0.902822524,0.080050816,0.000622169,0,29.11754017,26.0956877,,
Tweedy et al. (2025),KU978,Antiores toxicoria,,34.861,0.356,1616,Moraceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.038204169,0.042114065,0.189303562,0.434757993,0.289018993,0.006601219,30.82815447,5.851991568,,
Tweedy et al. (2025),KU967,Berquciertiodendron oblant,,34.861,0.356,1616,Sapotoceae ,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.113666432,0.598768854,0.205770103,0.07078173,0.011012882,0,27.53341155,18.15317548,,
Tweedy et al. (2025),KU987,Bersama abyssinica,,34.861,0.356,1616,Melianthaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.003601382,0.00865276,0.312590041,0.561900311,0.112664062,0.000591445,30.54629449,29.07472069,,
Tweedy et al. (2025),KU1011,Bridelia micrantha,,34.869,0.348,1576,Phyllanthaceae,,A,D,Tree,C3,KAK.OPEN,Kakamega,Kenya,East,Africa,0.038809906,0.107149659,0.381926516,0.424741019,0.047082098,0.000290803,29.67001631,12.84143647,,
Tweedy et al. (2025),KU979,Celtis africana,,34.861,0.356,1616,Cannabaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.00377595,0.006474868,0.159681521,0.542321774,0.28750463,0.000241257,31.20805607,29.00313307,,
